BioSample,Location,Isolation source,Isolate,Collection date,MLST,SNP cluster,tdh,trh,Toxigenic
SAMN35089525,USA,,PDT001735185.1,2022,-,,.,.,no
SAMN35089567,USA,,PDT001735264.1,2022,-,,.,.,no
SAMN35216984,Spain: Cadiz,estuarine water,PDT001742388.1,2021,847,PDS000146599.1,.,.,no
SAMN35216991,Spain: Cadiz,estuarine sediment,PDT001742312.1,2021,377,PDS000146610.1,.,.,no
SAMN35216993,Spain: Cadiz,estuarine water,PDT001742308.1,2021,3240,,.,.,no
SAMN35216996,Spain: Cadiz,estuarine water,PDT001742365.1,2021,-,,.,.,no
SAMN35217013,Spain: Cadiz,oyster,PDT001742352.1,2021,1087,PDS000146611.1,.,.,no
SAMN35217024,Spain: Cadiz,oyster,PDT001742340.1,2021,343,,.,.,no
SAMN35217027,Spain: Cadiz,estuarine water,PDT001742380.1,2021,-,,.,.,no
SAMN35217028,Spain: Cadiz,oyster,PDT001742337.1,2021,343,,.,.,no
SAMN35217030,Spain: Cadiz,oyster,PDT001742335.1,2021,1859,,.,.,no
SAMN35217031,Spain: Cadiz,estuarine water,PDT001742334.1,2021,-,,.,.,no
SAMN35217046,Spain: Cadiz,oyster,PDT001742320.1,2021,-,PDS000146608.1,.,.,no
SAMN35217048,Spain: Cadiz,oyster,PDT001742318.1,2021,-,,.,.,no
SAMN35217054,Spain: Cadiz,estuarine water,PDT001742311.1,2021,-,,.,.,no
SAMN35346003,Viet Nam: Long An,,PDT001773054.1,2020,247,PDS000148162.3,.,.,no
SAMN35346004,Viet Nam: Long An,,PDT001773053.1,2019,247,PDS000148162.3,.,.,no
SAMN35346009,Viet Nam: Tien Giang,,PDT001773059.1,2020,247,,.,.,no
SAMN02603570,,,PDT000005278.2,,#N/A,PDS000007496.1,.,.,no
SAMN02435854,,,PDT000005408.2,,#N/A,PDS000007496.1,.,.,no
SAMN02436162,,,PDT000005452.2,,#N/A,,.,.,no
SAMN02469807,"China: Shantou, Guangdong Province",ascites by plating,PDT000011189.2,,#N/A,,.,.,no
SAMN02470919,South Korea,seafood (corb shell),PDT000012536.2,31/5/2009,2481,,.,.,no
SAMN02179884,USA:LA,stool,PDT000016319.2,19/9/2006,799,PDS000007523.4,.,.,no
SAMN02603463,,,PDT000016985.2,,#N/A,PDS000007511.5,.,.,no
SAMD00041824,,,PDT000018050.2,,#N/A,PDS000007511.5,.,.,no
SAMN02339020,,,PDT000018771.1,2007,1012,,.,.,no
SAMN02339019,,,PDT000018772.1,2007,289,,.,.,no
SAMN02339018,,,PDT000018773.1,2007,550,,.,.,no
SAMN02339017,,,PDT000018774.1,2007,288,,.,.,no
SAMN02339016,,,PDT000018775.1,2007,419,,.,.,no
SAMN02339015,,,PDT000018776.1,2007,627,,.,.,no
SAMN02339014,,,PDT000018777.1,2007,490,PDS000046719.1,.,.,no
SAMN02339013,,,PDT000018778.1,2007,1011,,.,.,no
SAMN02339012,,,PDT000018779.1,2007,1010,PDS000140041.1,.,.,no
SAMN02339011,,,PDT000018780.1,2007,-,,.,.,no
SAMN02339010,,,PDT000018781.1,2007,994,,.,.,no
SAMN02339009,,,PDT000018782.1,2007,595,,.,.,no
SAMN02339008,,,PDT000018783.1,2006,419,PDS000007531.1,.,.,no
SAMN02339006,,,PDT000018786.1,2006,1009,,.,.,no
SAMN02339005,,,PDT000018787.1,2006,419,PDS000007531.1,.,.,no
SAMN02339004,,,PDT000018789.1,2006,1009,,.,.,no
SAMN02339003,,,PDT000018790.1,2006,419,PDS000007531.1,.,.,no
SAMN02339002,,,PDT000018791.1,2006,419,PDS000007531.1,.,.,no
SAMN02339001,,,PDT000018792.1,2006,419,PDS000007531.1,.,.,no
SAMN02339000,,,PDT000018793.1,2006,419,,.,.,no
SAMN02338999,,,PDT000018794.1,2006,547,,.,.,no
SAMN02338998,,,PDT000018795.1,2006,419,PDS000007531.1,.,.,no
SAMN02338997,,,PDT000018796.1,2006,419,PDS000007531.1,.,.,no
SAMN02338996,,,PDT000018797.1,2006,2555,,.,.,no
SAMN02338995,,,PDT000018798.1,2006,2708,,.,.,no
SAMN02338994,,,PDT000018799.1,2006,12,,.,.,no
SAMN02338993,,,PDT000018800.1,2006,2968,,.,.,no
SAMN02338992,,,PDT000018801.1,2006,419,PDS000007531.1,.,.,no
SAMN02338991,,,PDT000018802.1,2006,419,PDS000007531.1,.,.,no
SAMN02338990,,,PDT000018804.1,2006,1008,,.,.,no
SAMN02338989,,,PDT000018805.1,2006,-,,.,.,no
SAMN02338988,,,PDT000018806.1,2006,3125,,.,.,no
SAMN02338987,,,PDT000018807.1,2006,154,,.,.,no
SAMN02338986,,,PDT000018808.1,2007,3,PDS000112564.72,.,.,no
SAMN02338985,,,PDT000018809.1,2005,3,PDS000112564.72,.,.,no
SAMN02338984,,,PDT000018810.1,2004,3,PDS000112564.72,.,.,no
SAMN02338983,,,PDT000018811.1,2003,3,PDS000112564.72,.,.,no
SAMN02338982,,,PDT000018812.1,2005,527,PDS000007505.1,.,.,no
SAMN02338981,,,PDT000018813.1,2005,3,PDS000112564.72,.,.,no
SAMN02338980,,,PDT000018814.1,2005,332,PDS000020484.19,.,.,no
SAMN02338979,,,PDT000018815.1,2003,3,PDS000112564.72,.,.,no
SAMN02338978,,,PDT000018816.1,2003,527,PDS000007505.1,.,.,no
SAMN02338977,,,PDT000018817.1,1984,50,,.,.,no
SAMN02338976,,,PDT000018818.1,1999,-,,.,.,no
SAMN02338975,,,PDT000018819.1,,3,PDS000112564.72,.,.,no
SAMN02338974,,,PDT000018820.1,1997,131,PDS000117460.1,.,.,no
SAMN02338973,,,PDT000018821.1,1992,#N/A,,.,.,no
SAMN02338972,,,PDT000018822.1,1984,217,,.,.,no
SAMN02338971,,,PDT000018824.1,1999,217,,.,.,no
SAMN02338970,,,PDT000018825.1,,934,,.,.,no
SAMN02338968,,,PDT000018827.1,1999,224,,.,.,no
SAMN02338967,,,PDT000018828.1,1984,-,,.,.,no
SAMN02338965,,,PDT000018830.1,,934,,.,.,no
SAMN02338958,,,PDT000018837.1,1993,326,,.,.,no
SAMN02338951,,,PDT000018845.1,1997,-,PDS000022389.12,.,.,no
SAMN02338950,,,PDT000018846.1,1992,-,,.,.,no
SAMN02338947,,,PDT000018850.1,1996,3,PDS000112564.72,.,.,no
SAMN02338946,,,PDT000018851.1,1998,3,,.,.,no
SAMN02338944,,,PDT000018852.1,1999,3,PDS000112564.72,.,.,no
SAMN02338943,,,PDT000018853.1,1999,#N/A,PDS000112564.72,.,.,no
SAMN02338942,,,PDT000018855.1,1998,3,PDS000112564.72,.,.,no
SAMN02338941,,,PDT000018856.1,1998,#N/A,PDS000112564.72,.,.,no
SAMN02338940,,,PDT000018857.1,1999,3,PDS000112564.72,.,.,no
SAMN02338939,,,PDT000018858.1,1998,3,PDS000112564.72,.,.,no
SAMN02338938,,,PDT000018859.1,,#N/A,PDS000112564.72,.,.,no
SAMN02338937,,,PDT000018860.1,,3,PDS000112564.72,.,.,no
SAMN02338936,,,PDT000018861.1,,3,PDS000112564.72,.,.,no
SAMN02338935,,,PDT000018862.1,1999,3,PDS000112564.72,.,.,no
SAMN02338934,,,PDT000018864.1,1999,3,PDS000112564.72,.,.,no
SAMN02338933,,,PDT000018865.1,1999,3,PDS000112564.72,.,.,no
SAMN02338932,,,PDT000018866.1,1999,3,PDS000112564.72,.,.,no
SAMN02338931,,,PDT000018867.1,1997,3,PDS000112564.72,.,.,no
SAMN02338930,,,PDT000018868.1,1997,332,PDS000112528.2,.,.,no
SAMN02338929,,,PDT000018869.1,1998,3,,.,.,no
SAMN02338928,,,PDT000018870.1,1998,3,,.,.,no
SAMN02338927,,,PDT000018871.1,,#N/A,PDS000112564.72,.,.,no
SAMN02338926,,,PDT000018872.1,,#N/A,PDS000112564.72,.,.,no
SAMN02338925,,,PDT000018873.1,1997,3,PDS000112564.72,.,.,no
SAMN02338924,,,PDT000018874.1,1997,3,PDS000112564.72,.,.,no
SAMN02338923,,,PDT000018875.1,1997,3,PDS000112564.72,.,.,no
SAMN02338922,,,PDT000018876.1,1998,3,PDS000112564.72,.,.,no
SAMN02338921,,,PDT000018877.1,1998,3,PDS000112564.72,.,.,no
SAMN02338920,,,PDT000018879.1,1998,3,PDS000112564.72,.,.,no
SAMN02338919,,,PDT000018880.1,1998,3,PDS000112564.72,.,.,no
SAMN02338918,,,PDT000018881.1,1992,-,,.,.,no
SAMN02338916,,,PDT000018883.1,1994,69,PDS000007504.1,.,.,no
SAMN02338915,,,PDT000018885.1,1994,#N/A,,.,.,no
SAMN02338914,,,PDT000018886.1,1994,69,PDS000007504.1,.,.,no
SAMN02338913,,,PDT000018887.1,,69,,.,.,no
SAMN02338911,,,PDT000018889.1,1975,2552,,.,.,no
SAMN02338910,,,PDT000018890.1,1984,-,PDS000134110.1,.,.,no
SAMN02338909,,,PDT000018891.1,1997,#N/A,PDS000019834.10,.,.,no
SAMN02338908,,,PDT000018892.1,1981,2674,,.,.,no
SAMN02338907,,,PDT000018893.1,1982,-,,.,.,no
SAMN02338903,,,PDT000018897.1,1984,478,,.,.,no
SAMN02338902,,,PDT000018898.1,1993,478,,.,.,no
SAMN02338900,,,PDT000018901.1,,321,,.,.,no
SAMN02338897,,,PDT000018904.1,,8,,.,.,no
SAMN02338896,,,PDT000018905.1,1984,8,,.,.,no
SAMN02338895,,,PDT000018906.1,1999,8,,.,.,no
SAMN02338894,,,PDT000018907.1,1994,8,,.,.,no
SAMN02338893,,,PDT000018908.1,1998,1016,,.,.,no
SAMN02338892,,,PDT000018909.1,1984,189,PDS000112534.14,.,.,no
SAMN02338891,,,PDT000018910.1,1999,189,,.,.,no
SAMN02338890,,,PDT000018911.1,1981,810,,.,.,no
SAMN02338889,,,PDT000018912.1,,332,PDS000112528.2,.,.,no
SAMN02338888,,,PDT000018913.1,,17,,.,.,no
SAMN02338887,,,PDT000018914.1,,17,,.,.,no
SAMN02338886,,,PDT000018916.1,1992,1015,PDS000007507.1,.,.,no
SAMN02338885,,,PDT000018917.1,1998,566,,.,.,no
SAMN02338884,,,PDT000018918.1,1994,610,,.,.,no
SAMN02338883,,,PDT000018919.1,1984,8,,.,.,no
SAMN02338882,,,PDT000018920.1,1999,326,,.,.,no
SAMN02338881,,,PDT000018921.1,1994,-,,.,.,no
SAMN02338879,,,PDT000018923.1,1993,120,PDS000007529.8,.,.,no
SAMN02338878,,,PDT000018924.1,1992,1015,PDS000007507.1,.,.,no
SAMN02338877,,,PDT000018925.1,1992,120,,.,.,no
SAMN02338876,,,PDT000018926.1,1992,-,PDS000007508.1,.,.,no
SAMN02338875,,,PDT000018927.1,1992,-,PDS000007508.1,.,.,no
SAMN02338874,,,PDT000018928.1,1996,91,PDS000007536.1,.,.,no
SAMN02338866,,,PDT000018937.1,1999,216,,.,.,no
SAMN02338865,,,PDT000018938.1,,1014,,.,.,no
SAMN02338949,,,PDT000019052.1,1999,217,,.,.,no
SAMN02338945,,,PDT000019149.1,1996,3,PDS000112564.72,.,.,no
SAMN02471134,Hong Kong,big eye fish,PDT000019545.1,2008,2165,,.,.,no
SAMN02471131,Hong Kong,salmon sashimi,PDT000019547.1,2006,937,,.,.,no
SAMN02471137,Hong Kong,oyster,PDT000019549.1,2008,396,,.,.,no
SAMN02469946,USA,water,PDT000020043.2,1997,131,,.,.,no
SAMN02469951,Malaysia: Selangor,seafood,PDT000020092.2,2008,808,,.,.,no
SAMN03081521,,,PDT000022840.1,,471,,.,.,no
SAMN02741377,USA,wound,PDT000033681.2,15/6/2012,113,,.,.,no
SAMN02741391,USA,stool,PDT000033683.2,19/7/2013,896,,.,.,no
SAMN02741380,USA,wound,PDT000033687.2,25/6/2012,677,PDS000036858.1,.,.,no
SAMN02741379,USA,ear,PDT000033689.2,23/7/2012,1116,,.,.,no
SAMN02741374,USA,wound,PDT000033691.2,8/6/2012,652,,.,.,no
SAMN02741373,USA,stool,PDT000033692.2,31/5/2012,651,PDS000101164.3,.,.,no
SAMN02741382,USA,wound,PDT000033718.2,5/8/2012,678,PDS000049386.2,.,.,no
SAMN02741383,USA,ear,PDT000033719.2,10/8/2012,162,PDS000083822.4,.,.,no
SAMN02741384,USA,wound,PDT000033720.2,3/8/2012,679,PDS000018692.3,.,.,no
SAMN02912086,Mexico: Hermosillo,sediment,PDT000035859.1,20/1/2014,1167,,.,.,no
SAMN02912085,Mexico: Hermosillo,sediment,PDT000035860.1,20/1/2014,1183,,.,.,no
SAMN02910583,Thailand,EMS/AHPND-diseased hepatopancreas,PDT000036156.1,1999,970,PDS000148708.5,.,.,no
SAMN02910584,Thailand,EMS/AHPND-diseased hepatopancreas,PDT000036157.1,1999,970,PDS000148708.5,.,.,no
SAMN02910585,China,shrimp pond,PDT000036158.1,2010,114,PDS000007512.2,.,.,no
SAMN02910586,Thailand,shrimp pond sediment,PDT000036159.1,2008,247,,.,.,no
SAMN03195665,Canada: BC,,PDT000044593.1,2007,546,,.,.,no
SAMN03195667,Canada:BC,,PDT000044594.1,2007,634,,.,.,no
SAMN03195675,Canada:Ontario,,PDT000044595.1,2004,430,PDS000012935.2,.,.,no
SAMN03195677,Canada: New Brunswick,,PDT000044596.1,2009,633,,.,.,no
SAMN03280974,France: Saint Malo,Sea water,PDT000049427.1,2014-09,#N/A,PDS000007506.1,.,.,no
SAMN03280973,France: Saint Malo,Sea water,PDT000049428.1,2014-09,#N/A,PDS000007506.1,.,.,no
SAMN02712352,USA:GA,,PDT000061786.1,2006,-,,.,.,no
SAMN02712351,USA:TX,,PDT000061787.1,2004,2014,,.,.,no
SAMN02712353,USA:NC,,PDT000061789.1,1998,2278,,.,.,no
SAMN02712355,USA:GA,,PDT000061790.1,1998,2471,,.,.,no
SAMN03329625,Not Collected,marine sediment,PDT000061928.1,12/6/2012,#N/A,,.,.,no
SAMN03580733,Greece,vibriosis episode,PDT000066532.1,2007,#N/A,,.,.,no
SAMN03580732,Greece,vibriosis episode,PDT000066605.1,2007,#N/A,PDS000091245.2,.,.,no
SAMN03646983,Greece,aquaculture environment,PDT000066611.1,2007,-,,.,.,no
SAMN03159469,South Korea: Gyeongnam,,PDT000080533.1,27/3/2014,#N/A,PDS000009431.1,.,.,no
SAMN03795179,Canada,Mollusc,PDT000081961.1,2015,#N/A,,.,.,no
SAMN03795181,Canada,Mollusc,PDT000081962.1,2015,1346,,.,.,no
SAMN03795180,Canada,Mollusk,PDT000081978.1,2015,137,PDS000020621.5,.,.,no
SAMN03799837,Canada,Mussel,PDT000082019.1,2014,#N/A,,.,.,no
SAMN03799835,Canada,Imported Shrimp,PDT000082023.1,2011,-,PDS000116549.1,.,.,no
SAMN03799829,Canada,Mussel,PDT000082485.1,2014,1663,PDS000084760.2,.,.,no
SAMN03799830,Canada,shrimp,PDT000082486.1,2011,1518,PDS000116547.1,.,.,no
SAMN02746033,China: Guangdong,sea water,PDT000082491.1,2011-09,#N/A,,.,.,no
SAMN03799834,Canada,Imported Shrimp,PDT000082999.1,2011,1631,,.,.,no
SAMN03799833,Canada,Clam,PDT000083000.1,2014,614,,.,.,no
SAMN03140318,South Korea: Gyeongnam,cutting board,PDT000085655.1,27/3/2014,1630,,.,.,no
SAMN04088202,"USA: Garbage Beach, Woods Hole, MA",seagrass sediment,PDT000086740.1,2014,#N/A,,.,.,no
SAMN04088203,"USA: Garbage Beach, Woods Hole, MA",seagrass sediment,PDT000086741.1,2014,#N/A,,.,.,no
SAMN04088219,"USA: Garbage Beach, Woods Hole, MA",seagrass sediment,PDT000086742.1,2014,#N/A,,.,.,no
SAMN04088220,"USA: Garbage Beach, Woods Hole, MA",seagrass sediment,PDT000086743.1,2014,#N/A,,.,.,no
SAMN03140317,South Korea: Busan,aquarium water,PDT000093864.1,13/3/2014,1628,,.,.,no
SAMN04320555,USA: Oahu,seawater,PDT000100465.1,5/4/1971,#N/A,PDS000095391.1,.,.,no
SAMN03996338,Japan,spoiled horse mackerel causing food poisoning,PDT000100481.2,,#N/A,PDS000007511.5,.,.,no
SAMN03996257,USA: HI,seawater,PDT000103803.2,1991,#N/A,,.,.,no
SAMN04523674,India: Andaman and Nicobar Islands,mucus of coral,PDT000113991.1,2010-11,#N/A,,.,.,no
SAMN04378285,Canada: British Columbia,clinical sample from patient with gastroenteritis,PDT000124330.1,2008,332,PDS000080502.5,.,.,no
SAMN03457195,Germany: Dresden,foot wound from a diabetic patient,PDT000126926.1,2011,#N/A,,.,.,no
SAMN03457164,South Korea: Pusan,,PDT000129052.1,2015-01,1629,,.,.,no
SAMN05271497,"China: Zhanjiang, Guangdong, off the Southern China coast",,PDT000138670.1,2005,#N/A,,.,.,no
SAMN04867927,USA: Massachusetts,"Filtered Seawater, 0.2-1 micron fraction",PDT000140418.1,6/9/2006,#N/A,,.,.,no
SAMN03325855,China: Shanghai,,PDT000145001.1,2011,395,,.,.,no
SAMN02368293,USA,stool,PDT000149144.1,15/9/2006,283,PDS000065942.9,.,.,no
SAMN03701448,South Korea: Pusan,patient,PDT000152679.1,2014-10,2015,,.,.,no
SAMN04241617,South Korea,Crab Marinated in Soy Sauce,PDT000161727.1,,233,,.,.,no
SAMN04285689,South Korea: Gyeongsangnam-Do,sea-bass,PDT000163387.1,,#N/A,PDS000009431.1,.,.,no
SAMN02212510,USA: Washington,,PDT000173933.1,2007,#N/A,,.,.,no
SAMN06160638,USA,,PDT000184350.2,,#N/A,,.,.,no
SAMN06066420,Malaysia:Negeri Sembilan,aquaculture pond,PDT000191308.1,2016,1914,,.,.,no
SAMN06066407,Malaysia:Negeri Sembilan,aquaculture pond,PDT000191309.1,2016,1913,,.,.,no
SAMN06066439,Malaysia:Negeri Sembilan,aquaculture pond,PDT000191310.1,2016,1915,,.,.,no
SAMN06066428,Malaysia:Negeri Sembilan,aquaculture pond,PDT000191311.1,2016,1913,,.,.,no
SAMN05858272,"Chile: Puerto Montt, hospital",,PDT000191604.1,2007-01,28,PDS000011534.2,.,.,no
SAMN05858283,Chile,,PDT000191605.1,2015-01,-,,.,.,no
SAMN05858274,Chile,,PDT000191609.1,2013-01,445,PDS000011532.1,.,.,no
SAMN05858277,Chile,,PDT000191612.1,2014-01,445,PDS000011532.1,.,.,no
SAMN03470171,Germany: Kieler Foerde,,PDT000198375.1,2009,793,,.,.,no
SAMN06546664,Mexico,hepatopancrease,PDT000206617.1,2013,1525,PDS000072895.3,.,.,no
SAMN06546663,Viet Nam,stomach,PDT000206618.1,2012,1166,PDS000012553.14,.,.,no
SAMN06546662,Viet Nam,hemolymph,PDT000206619.1,2012,1166,PDS000012553.14,.,.,no
SAMN06706663,China:Qingdao,Rotten kelp,PDT000206620.1,2013,#N/A,,.,.,no
SAMN05860636,Germany,Kiel Fjord,PDT000208748.2,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN05860639,Germany,Kiel Fjord,PDT000208750.1,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN05860641,Germany,Kiel Fjord,PDT000208751.1,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN05860645,Germany,Kiel Fjord,PDT000208752.1,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN05301458,Canada,,PDT000209574.1,,430,PDS000012935.2,.,.,no
SAMN06490120,Viet Nam,stomach,PDT000209578.1,2013,1112,,.,.,no
SAMN05860644,Germany,Kiel Fjord,PDT000209892.1,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN05860642,Germany,Kiel Fjord,PDT000209893.1,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN05860638,Germany,Kiel Fjord,PDT000209894.1,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN07680340,China:Tianjin,Aquaculture environmental,PDT000250722.1,4/8/2012,1842,,.,.,no
SAMN08007025,USA: GA,water from the South Atlantic Bight,PDT000265128.1,2008,-,,.,.,no
SAMN07637872,Viet Nam,AHPND infected pond water,PDT000270150.1,14/1/2014,970,,.,.,no
SAMN07291586,USA: MA,,PDT000270327.1,2015,2123,PDS000053274.1,.,.,no
SAMN08212046,"India: Nellore, Andhra Pradesh",Aquaculture,PDT000276295.1,2014-04,2551,,.,.,no
SAMN08329261,Malaysia: Terengganu,hepatopancreas,PDT000278773.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329259,Malaysia: Terengganu,hepatopancreas,PDT000278774.1,2017,1912,,.,.,no
SAMN08329262,Malaysia: Terengganu,hepatopancreas,PDT000278775.1,2017,970,PDS000018214.3,.,.,no
SAMN08329260,Malaysia: Terengganu,hepatopancreas,PDT000278776.1,2017,970,,.,.,no
SAMN08329256,Malaysia: Terengganu,hepatopancreas,PDT000278777.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329258,Malaysia: Terengganu,hepatopancreas,PDT000278778.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329257,Malaysia: Terengganu,hepatopancreas,PDT000278779.1,2017,970,,.,.,no
SAMN08329255,Malaysia: Terengganu,hepatopancreas,PDT000278780.1,2017,1912,,.,.,no
SAMN08329253,Malaysia: Terengganu,hepatopancreas,PDT000278781.1,2017,1912,,.,.,no
SAMN08329254,Malaysia: Terengganu,hepatopancreas,PDT000278782.1,2017,970,PDS000018214.3,.,.,no
SAMN08329252,Malaysia: Terengganu,hepatopancreas,PDT000278783.1,2017,1912,,.,.,no
SAMN08329251,Malaysia: Terengganu,hepatopancreas,PDT000278784.1,2017,970,PDS000018214.3,.,.,no
SAMN08329250,Malaysia: Terengganu,hepatopancreas,PDT000278785.1,2017,970,,.,.,no
SAMN08329249,Malaysia: Terengganu,hepatopancreas,PDT000278786.1,2017,970,PDS000018214.3,.,.,no
SAMN08329248,Malaysia: Terengganu,hepatopancreas,PDT000278787.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329246,Malaysia: Terengganu,hepatopancreas,PDT000278788.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329247,Malaysia: Terengganu,hepatopancreas,PDT000278789.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329244,Malaysia: Terengganu,hepatopancreas,PDT000278790.1,2017,1912,,.,.,no
SAMN08329245,Malaysia: Terengganu,hepatopancreas,PDT000278791.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329243,Malaysia: Terengganu,hepatopancreas,PDT000278792.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329239,Malaysia: Terengganu,Aquaculture pond water,PDT000278793.1,2017,1911,PDS000018213.1,.,.,no
SAMN08329241,Malaysia: Terengganu,Aquaculture pond water,PDT000278794.1,2017,1911,PDS000018213.1,.,.,no
SAMN08329242,Malaysia: Terengganu,hepatopancreas,PDT000278795.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329237,Malaysia: Terengganu,Aquaculture pond water,PDT000278796.1,2017,1911,PDS000018213.1,.,.,no
SAMN08329235,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000278797.1,2016,1915,,.,.,no
SAMN08329238,Malaysia: Terengganu,Aquaculture pond water,PDT000278798.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329240,Malaysia: Terengganu,Aquaculture pond water,PDT000278799.1,2017,1912,PDS000018211.2,.,.,no
SAMN08329234,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000278800.1,2016,1914,PDS000018212.1,.,.,no
SAMN08329236,Malaysia: Terengganu,Aquaculture pond water,PDT000278801.1,2017,970,PDS000018214.3,.,.,no
SAMN08329233,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000278802.1,2016,1914,PDS000018212.1,.,.,no
SAMN03996254,South Africa,cured hides,PDT000291303.1,1973,#N/A,,.,.,no
SAMN03996324,Puerto Rico,seawater,PDT000291305.1,,#N/A,,.,.,no
SAMN03996326,USA:FL,sponge,PDT000291306.1,,#N/A,,.,.,no
SAMN03996330,United Kingdom,cockless,PDT000291307.1,,#N/A,PDS000007511.5,.,.,no
SAMN08629952,USA,,PDT000291318.2,,#N/A,,.,.,no
SAMN08744595,Pacific Ocean,,PDT000312663.1,2016,-,PDS000020218.1,.,.,no
SAMN06310878,China,,PDT000312664.1,2013-06,1166,PDS000012553.14,.,.,no
SAMN09206404,USA,,PDT000313930.2,,#N/A,,.,.,no
SAMN08774111,Pacific Ocean,,PDT000319057.1,2016,-,PDS000020218.1,.,.,no
SAMN07956717,Viet Nam,shrimp (food),PDT000321870.1,2016-01,864,,.,.,no
SAMN08162841,Malaysia: Selangor,,PDT000326643.1,18/1/2017,2480,,.,.,no
SAMN08166448,Malaysia: Eastern Peninsula,,PDT000326659.1,23/4/2017,970,PDS000018214.3,.,.,no
SAMEA4384071,,not available: to be reported later,PDT000348224.1,1900/1982,#N/A,PDS000007511.5,.,.,no
SAMN09745140,USA,,PDT000356086.1,,#N/A,,.,.,no
SAMN09760241,,feces,PDT000356900.1,2016,#N/A,,.,.,no
SAMN09760242,,feces,PDT000356901.1,2016,#N/A,,.,.,no
SAMEA80450668,Japan,food,PDT000358819.1,1900/1969,#N/A,,.,.,no
SAMN09864340,USA,,PDT000365510.2,,#N/A,,.,.,no
SAMN09864378,USA,,PDT000365532.1,,#N/A,,.,.,no
SAMN09864380,USA,,PDT000365538.1,,#N/A,,.,.,no
SAMN05890675,China,,PDT000365988.1,16/4/2016,3,PDS000112564.72,.,.,no
SAMN09839639,USA,oyster,PDT000372603.1,6/8/2018,#N/A,,.,.,no
SAMN10096187,USA,,PDT000382155.1,,#N/A,,.,.,no
SAMN10096186,USA,,PDT000382157.1,,#N/A,,.,.,no
SAMN07629020,South Korea: Seoul,,PDT000389303.1,30/6/2017,2482,,.,.,no
SAMN05860637,Germany,Kiel Fjord,PDT000389317.1,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN05860640,Germany,Kiel Fjord,PDT000389318.1,2011-05,#N/A,PDS000012784.6,.,.,no
SAMN10246301,USA,,PDT000391674.1,,#N/A,,.,.,no
SAMN09878947,China: Zhejiang,shrimp,PDT000399805.1,13/8/2016,809,PDS000046697.4,.,.,no
SAMN08204774,USA: South Carolina,Estuary,PDT000410007.1,2013,-,,.,.,no
SAMN08204758,USA: South Carolina,Estuary,PDT000410008.1,2013,#N/A,,.,.,no
SAMN10397795,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460072.1,16/11/2017,2013,,.,.,no
SAMN10397796,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460073.1,16/11/2017,2013,PDS000042922.1,.,.,no
SAMN10397794,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460074.1,16/11/2017,2013,PDS000042922.1,.,.,no
SAMN10397797,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460075.1,16/11/2017,2013,,.,.,no
SAMN10397792,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460077.1,16/11/2017,2013,,.,.,no
SAMN10397790,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460078.1,16/11/2017,2013,,.,.,no
SAMN10397788,Malaysia: Terengganu,Aquaculture pond water,PDT000460079.1,10/4/2017,2012,,.,.,no
SAMN10397791,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460080.1,16/11/2017,2013,,.,.,no
SAMN10397793,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460081.1,16/11/2017,390,,.,.,no
SAMN10397789,Malaysia: Negeri Sembilan,Aquaculture pond water,PDT000460083.1,16/11/2017,2013,PDS000042922.1,.,.,no
SAMN10591529,China,seawater,PDT000463758.1,8/8/2015,2513,,.,.,no
SAMN10954691,USA,,PDT000466148.1,,#N/A,,.,.,no
SAMN10954693,USA,,PDT000466150.1,,#N/A,,.,.,no
SAMN10954692,USA,,PDT000466155.1,,#N/A,,.,.,no
SAMN10688326,China,seawater,PDT000468857.1,2016-08,#N/A,,.,.,no
SAMN11039181,Philippines:Philippine Rise,marine sediment,PDT000478060.1,2016-05,#N/A,,.,.,no
